name,seed,preprocessor,fischer_reweighting,pca_n_components,classifier,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_0,0,openl3-mel128-512-music,True,16,knn-3,0.9148936170212766,0.9324324324324323,0.9078947368421052,0.92
exp_1,0,openl3-mel128-512-music,True,16,knn-5,0.9148936170212766,0.9210526315789472,0.9210526315789472,0.9210526315789472
exp_2,0,openl3-mel128-512-music,True,16,knn-7,0.9290780141843972,0.9459459459459459,0.9210526315789472,0.9333333333333332
exp_3,0,openl3-mel128-512-music,True,16,svm-rbf,0.9716312056737588,0.9615384615384616,0.986842105263158,0.974025974025974
exp_4,0,openl3-mel128-512-music,True,16,svm-linear,0.9929078014184396,1.0,0.986842105263158,0.9933774834437086
exp_5,0,openl3-mel128-512-music,True,16,svm-sigmoid,0.9574468085106383,0.9605263157894736,0.9605263157894736,0.9605263157894736
exp_6,0,openl3-mel128-512-music,True,16,svm-poly-1,0.9929078014184396,1.0,0.986842105263158,0.9933774834437086
exp_7,0,openl3-mel128-512-music,True,16,svm-poly-2,0.8085106382978723,0.9622641509433962,0.6710526315789473,0.7906976744186047
exp_8,0,openl3-mel128-512-music,True,16,svm-poly-3,0.950354609929078,0.9726027397260274,0.9342105263157896,0.953020134228188
exp_9,0,openl3-mel128-512-music,True,16,svm-poly-4,0.7092198581560284,0.9069767441860463,0.5131578947368421,0.6554621848739496
exp_10,1,openl3-mel128-512-music,True,16,knn-3,0.9716312056737588,0.9705882352941176,0.9705882352941176,0.9705882352941176
exp_11,1,openl3-mel128-512-music,True,16,knn-5,0.9787234042553192,0.9710144927536232,0.9852941176470588,0.9781021897810219
exp_12,1,openl3-mel128-512-music,True,16,knn-7,0.9645390070921984,0.9701492537313432,0.9558823529411764,0.962962962962963
exp_13,1,openl3-mel128-512-music,True,16,svm-rbf,0.9787234042553192,0.9710144927536232,0.9852941176470588,0.9781021897810219
exp_14,1,openl3-mel128-512-music,True,16,svm-linear,0.9645390070921984,0.9565217391304348,0.9705882352941176,0.9635036496350364
exp_15,1,openl3-mel128-512-music,True,16,svm-sigmoid,0.950354609929078,0.9420289855072465,0.9558823529411764,0.9489051094890512
exp_16,1,openl3-mel128-512-music,True,16,svm-poly-1,0.9645390070921984,0.9701492537313432,0.9558823529411764,0.962962962962963
exp_17,1,openl3-mel128-512-music,True,16,svm-poly-2,0.9148936170212766,0.9516129032258064,0.8676470588235294,0.9076923076923076
exp_18,1,openl3-mel128-512-music,True,16,svm-poly-3,0.9929078014184396,1.0,0.9852941176470588,0.9925925925925926
exp_19,1,openl3-mel128-512-music,True,16,svm-poly-4,0.9007092198581559,0.95,0.8382352941176471,0.890625
exp_20,2,openl3-mel128-512-music,True,16,knn-3,0.9574468085106383,0.9859154929577464,0.9333333333333332,0.9589041095890412
exp_21,2,openl3-mel128-512-music,True,16,knn-5,0.9716312056737588,0.9863013698630136,0.96,0.9729729729729728
exp_22,2,openl3-mel128-512-music,True,16,knn-7,0.950354609929078,0.9857142857142858,0.92,0.9517241379310346
exp_23,2,openl3-mel128-512-music,True,16,svm-rbf,0.9858156028368794,1.0,0.9733333333333334,0.9864864864864864
exp_24,2,openl3-mel128-512-music,True,16,svm-linear,0.9929078014184396,1.0,0.9866666666666668,0.9932885906040269
exp_25,2,openl3-mel128-512-music,True,16,svm-sigmoid,0.9787234042553192,1.0,0.96,0.9795918367346941
exp_26,2,openl3-mel128-512-music,True,16,svm-poly-1,0.9929078014184396,1.0,0.9866666666666668,0.9932885906040269
exp_27,2,openl3-mel128-512-music,True,16,svm-poly-2,0.9148936170212766,1.0,0.84,0.9130434782608696
exp_28,2,openl3-mel128-512-music,True,16,svm-poly-3,0.9574468085106383,1.0,0.92,0.9583333333333334
exp_29,2,openl3-mel128-512-music,True,16,svm-poly-4,0.7801418439716312,0.9782608695652174,0.6,0.743801652892562
exp_30,3,openl3-mel128-512-music,True,16,knn-3,0.9361702127659576,0.9054054054054054,0.9710144927536232,0.937062937062937
exp_31,3,openl3-mel128-512-music,True,16,knn-5,0.9290780141843972,0.8933333333333333,0.9710144927536232,0.9305555555555556
exp_32,3,openl3-mel128-512-music,True,16,knn-7,0.9148936170212766,0.8904109589041096,0.9420289855072465,0.9154929577464788
exp_33,3,openl3-mel128-512-music,True,16,svm-rbf,0.9290780141843972,0.8933333333333333,0.9710144927536232,0.9305555555555556
exp_34,3,openl3-mel128-512-music,True,16,svm-linear,0.9858156028368794,0.9855072463768116,0.9855072463768116,0.9855072463768116
exp_35,3,openl3-mel128-512-music,True,16,svm-sigmoid,0.9574468085106383,0.943661971830986,0.9710144927536232,0.9571428571428572
exp_36,3,openl3-mel128-512-music,True,16,svm-poly-1,0.9432624113475178,0.9066666666666666,0.9855072463768116,0.9444444444444444
exp_37,3,openl3-mel128-512-music,True,16,svm-poly-2,0.8581560283687943,0.8450704225352113,0.8695652173913043,0.8571428571428571
exp_38,3,openl3-mel128-512-music,True,16,svm-poly-3,0.9361702127659576,0.9166666666666666,0.9565217391304348,0.9361702127659574
exp_39,3,openl3-mel128-512-music,True,16,svm-poly-4,0.8014184397163121,0.8596491228070176,0.7101449275362319,0.7777777777777778
exp_40,4,openl3-mel128-512-music,True,16,knn-3,0.9645390070921984,0.9841269841269841,0.9393939393939394,0.9612403100775192
